REGION,TYPE,AREA,GENDER,MATH,READING,SCIENCE
SOUTH,PUBLIC,URBAN,Male,467.448,511.543,531.276
SOUTH,PUBLIC,URBAN,Female,517.612,590.335,542.186
SOUTH,PUBLIC,URBAN,Female,476.094,535.528,551.79
SOUTH,PUBLIC,URBAN,Male,551.807,549.795,543.025
SOUTH,PUBLIC,URBAN,Female,518.235,584.775,582.469
SOUTH,PUBLIC,URBAN,Male,526.803,525.336,497.986
SOUTH,PUBLIC,URBAN,Female,565.906,628.462,641.962
SOUTH,PUBLIC,URBAN,Female,538.332,554.512,555.52
SOUTH,PUBLIC,URBAN,Female,631.57,576.673,644.107
SOUTH,PUBLIC,URBAN,Female,479.288,539.499,575.009
SOUTH,PUBLIC,URBAN,Male,339.079,380.986,347.855
SOUTH,PUBLIC,URBAN,Female,350.686,402.878,422.175
SOUTH,PUBLIC,URBAN,Male,430.605,410.578,450.149
SOUTH,PUBLIC,URBAN,Male,431.695,386.68,479.056
SOUTH,PUBLIC,URBAN,Male,530.542,442.575,519.153
SOUTH,PUBLIC,URBAN,Male,511.926,471.686,499.571
SOUTH,PUBLIC,URBAN,Male,294.836,336.799,369.955
SOUTH,PUBLIC,URBAN,Female,403.809,469.6,413.129
SOUTH,PUBLIC,URBAN,Male,390.645,372.084,412.57
SOUTH,PUBLIC,URBAN,Female,361.824,439.416,435.882
SOUTH,PUBLIC,URBAN,Male,420.79,421.805,465.069
SOUTH,PUBLIC,URBAN,Female,459.036,436.239,461.246
SOUTH,PUBLIC,URBAN,Male,435.901,427.579,448.844
SOUTH,PUBLIC,URBAN,Female,434.811,461.022,466.748
SOUTH,PUBLIC,URBAN,Male,423.127,432.391,421.056
SOUTH,PUBLIC,URBAN,Male,396.02,440.25,399.142
SOUTH,PUBLIC,URBAN,Male,410.819,385.397,454.439
SOUTH,PUBLIC,URBAN,Male,504.993,502.801,494.815
SOUTH,PUBLIC,URBAN,Male,481.235,351.875,484.651
SOUTH,PUBLIC,URBAN,Female,446.573,537.911,462.178
SOUTH,PUBLIC,URBAN,Male,423.438,405.926,450.709
SOUTH,PUBLIC,URBAN,Female,485.13,545.854,545.263
SOUTH,PUBLIC,URBAN,Female,476.873,476.908,484.651
SOUTH,PUBLIC,URBAN,Female,401.239,440.926,428.702
SOUTH,PUBLIC,URBAN,Male,441.977,407.851,442.316
SOUTH,PUBLIC,URBAN,Female,416.584,479.132,440.824
SOUTH,PUBLIC,URBAN,Male,463.865,449.873,458.262
SOUTH,PUBLIC,URBAN,Male,426.554,428.381,474.953
SOUTH,PUBLIC,URBAN,Male,323.656,346.422,317.736
SOUTH,PUBLIC,URBAN,Female,346.012,491.205,359.511
SOUTH,PUBLIC,URBAN,Female,386.205,386.039,465.069
SOUTH,PUBLIC,URBAN,Male,363.382,389.727,346.643
SOUTH,PUBLIC,URBAN,Male,475.783,424.852,503.301
SOUTH,PUBLIC,URBAN,Female,455.92,452.999,416.859
SOUTH,PUBLIC,URBAN,Male,472.278,421.885,434.577
NORTH,PRIVATE,REMOTE,Female,417.051,399.383,407.814
NORTH,PRIVATE,REMOTE,Male,367.121,404.964,425.811
NORTH,PRIVATE,REMOTE,Male,399.213,414.587,407.908
NORTH,PRIVATE,REMOTE,Female,371.249,360.939,400.354
NORTH,PRIVATE,REMOTE,Male,387.296,377.698,452.014
NORTH,PRIVATE,REMOTE,Male,440.964,412.101,440.824
NORTH,PRIVATE,REMOTE,Male,421.725,407.37,465.349
CENTRAL,PRIVATE,URBAN,Female,329.654,353.631,339.183
CENTRAL,PRIVATE,URBAN,Male,462.853,499.754,503.115
CENTRAL,PRIVATE,URBAN,Female,459.036,470.394,549.832
CENTRAL,PRIVATE,URBAN,Male,535.995,526.78,557.385
CENTRAL,PRIVATE,URBAN,Male,427.722,420.121,486.516
CENTRAL,PRIVATE,URBAN,Male,381.298,425.013,440.545
CENTRAL,PRIVATE,URBAN,Male,469.162,432.23,464.976
CENTRAL,PRIVATE,URBAN,Female,334.016,422.736,396.065
CENTRAL,PRIVATE,URBAN,Female,392.982,463.246,398.583
CENTRAL,PRIVATE,URBAN,Male,439.562,376.896,503.208
CENTRAL,PRIVATE,URBAN,Female,321.865,417.335,402.406
CENTRAL,PRIVATE,URBAN,Female,439.017,461.022,539.295
CENTRAL,PRIVATE,URBAN,Male,430.215,482.031,420.589
CENTRAL,PRIVATE,URBAN,Male,387.529,472.327,441.757
CENTRAL,PRIVATE,URBAN,Female,434.811,475.955,541.533
CENTRAL,PRIVATE,URBAN,Female,519.715,566.665,533.141
CENTRAL,PRIVATE,URBAN,Female,348.582,367.134,371.82
CENTRAL,PRIVATE,URBAN,Female,372.652,439.099,462.831
CENTRAL,PRIVATE,URBAN,Female,360.5,407.644,409.12
CENTRAL,PRIVATE,URBAN,Female,437.849,473.492,456.677
CENTRAL,PRIVATE,URBAN,Male,527.504,469.922,560.183
CENTRAL,PRIVATE,URBAN,Male,438.861,404.643,495.468
CENTRAL,PRIVATE,URBAN,Male,433.564,381.066,460.034
CENTRAL,PRIVATE,URBAN,Female,494.867,524.487,486.796
CENTRAL,PRIVATE,URBAN,Male,488.246,467.516,548.993
CENTRAL,PRIVATE,URBAN,Male,567.698,534.719,569.508
CENTRAL,PRIVATE,URBAN,Male,370.471,357.008,429.262
CENTRAL,PRIVATE,URBAN,Male,403.03,411.38,440.172
CENTRAL,PRIVATE,URBAN,Female,403.653,457.844,466.002
CENTRAL,PRIVATE,URBAN,Female,429.358,498.354,483.532
CENTRAL,PRIVATE,URBAN,Female,390.567,444.977,380.492
CENTRAL,PRIVATE,URBAN,Male,438.861,441.052,453.226
CENTRAL,PRIVATE,URBAN,Male,505.85,451.156,538.363
CENTRAL,PRIVATE,URBAN,Male,534.982,477.781,588.157
NORTH,PRIVATE,URBAN,Male,466.825,442.655,465.908
NORTH,PRIVATE,URBAN,Female,505.149,548.237,551.511
NORTH,PRIVATE,URBAN,Male,628.299,567.117,672.641
NORTH,PRIVATE,URBAN,Male,528.595,466.072,502.928
NORTH,PRIVATE,URBAN,Male,465.968,488.366,431.499
NORTH,PRIVATE,URBAN,Male,596.207,550.597,582.19
NORTH,PRIVATE,URBAN,Female,532.412,514.876,525.681
NORTH,PRIVATE,URBAN,Female,573.54,513.367,484.931
NORTH,PRIVATE,URBAN,Male,579.07,484.036,593.379
NORTH,PRIVATE,URBAN,Female,603.061,550.779,535.752
NORTH,PRIVATE,URBAN,Female,508.966,498.99,517.568
NORTH,PRIVATE,URBAN,Female,490.894,559.357,544.331
NORTH,PRIVATE,URBAN,Female,560.687,496.448,503.301
NORTH,PRIVATE,URBAN,Female,575.331,559.516,585.919
NORTH,PRIVATE,URBAN,Female,579.927,595.101,603.73
NORTH,PRIVATE,URBAN,Female,391.19,436.239,392.335
NORTH,PRIVATE,URBAN,Male,591.533,498.792,536.218
NORTH,PRIVATE,URBAN,Female,491.907,535.528,513.558
NORTH,PRIVATE,URBAN,Male,463.554,480.267,446.419
NORTH,PRIVATE,URBAN,Female,505.383,508.521,487.449
NORTH,PRIVATE,URBAN,Female,520.416,471.109,565.778
NORTH,PRIVATE,URBAN,Female,570.813,582.233,626.389
NORTH,PRIVATE,URBAN,Male,499.385,475.455,513.558
NORTH,PRIVATE,URBAN,Male,551.028,488.848,543.025
NORTH,PRIVATE,URBAN,Male,556.325,579.147,573.984
NORTH,PRIVATE,URBAN,Male,523.61,527.02,504.234
NORTH,PRIVATE,URBAN,Male,590.598,613.63,564.845
NORTH,PRIVATE,URBAN,Male,624.56,561.343,610.537
NORTH,PRIVATE,URBAN,Female,491.829,495.812,468.146
NORTH,PRIVATE,URBAN,Female,522.13,549.031,556.36
NORTH,PRIVATE,URBAN,Male,555.624,490.05,495.188
NORTH,PRIVATE,URBAN,Female,500.475,511.699,510.481
NORTH,PRIVATE,URBAN,Female,625.884,542.677,590.022
NORTH,PRIVATE,URBAN,Male,606.177,635.283,615.946
NORTH,PRIVATE,URBAN,Male,529.53,494.782,527.546
CENTRAL,PUBLIC,URBAN,Male,518.157,497.188,482.786
CENTRAL,PUBLIC,URBAN,Female,583.899,579.374,601.772
CENTRAL,PUBLIC,URBAN,Male,546.978,477.139,512.626
CENTRAL,PUBLIC,URBAN,Male,501.254,502.801,512.346
CENTRAL,PUBLIC,URBAN,Female,618.562,543.392,537.803
CENTRAL,PUBLIC,URBAN,Female,597.609,550.62,551.79
CENTRAL,PUBLIC,URBAN,Female,534.671,476.431,561.675
CENTRAL,PUBLIC,URBAN,Male,661.715,499.594,591.887
CENTRAL,PUBLIC,URBAN,Male,612.564,559.739,592.167
CENTRAL,PUBLIC,URBAN,Male,512.003,477.941,543.305
CENTRAL,PUBLIC,URBAN,Male,561.154,562.947,535.285
CENTRAL,PUBLIC,URBAN,Female,666.233,628.462,646.811
CENTRAL,PUBLIC,URBAN,Male,505.149,451.477,474.394
CENTRAL,PUBLIC,URBAN,Female,569.255,604.633,555.52
CENTRAL,PUBLIC,URBAN,Female,525.168,560.31,563.726
CENTRAL,PUBLIC,URBAN,Female,501.955,482.786,540.228
CENTRAL,PUBLIC,URBAN,Female,537.864,532.351,528.198
CENTRAL,PUBLIC,URBAN,Female,541.993,517.1,501.436
CENTRAL,PUBLIC,URBAN,Female,461.217,492.556,403.525
CENTRAL,PUBLIC,URBAN,Male,534.437,530.789,507.031
CENTRAL,PUBLIC,URBAN,Female,595.428,559.357,567.922
CENTRAL,PUBLIC,URBAN,Male,578.291,505.688,553.282
CENTRAL,PUBLIC,URBAN,Female,534.593,552.208,550.765
CENTRAL,PUBLIC,URBAN,Female,655.717,606.221,638.512
CENTRAL,PUBLIC,URBAN,Female,544.641,582.551,588.903
CENTRAL,PUBLIC,URBAN,Male,622.223,588.609,521.018
CENTRAL,PUBLIC,URBAN,Male,649.798,616.036,576.968
CENTRAL,PUBLIC,URBAN,Male,522.363,474.894,566.337
CENTRAL,PUBLIC,URBAN,Female,523.843,518.847,543.118
CENTRAL,PUBLIC,URBAN,Female,494.867,525.281,406.602
CENTRAL,PUBLIC,URBAN,Female,659.612,629.098,629.187
CENTRAL,PUBLIC,URBAN,Female,570.034,547.284,581.63
CENTRAL,PUBLIC,URBAN,Male,541.603,494.06,524.096
CENTRAL,PUBLIC,URBAN,Male,599.946,508.575,549.925
CENTRAL,PUBLIC,URBAN,Male,669.271,585.562,548.993
SOUTH,PUBLIC,RURAL,Male,601.971,551.72,584.428
SOUTH,PUBLIC,RURAL,Female,565.594,549.746,535.938
SOUTH,PUBLIC,RURAL,Male,425.464,475.696,441.757
SOUTH,PUBLIC,RURAL,Male,507.408,480.347,495.188
SOUTH,PUBLIC,RURAL,Female,517.378,570.478,545.263
SOUTH,PUBLIC,RURAL,Female,513.951,529.173,531.276
SOUTH,PUBLIC,RURAL,Female,459.97,475.16,460.127
SOUTH,PUBLIC,RURAL,Male,505.85,433.513,505.726
SOUTH,PUBLIC,RURAL,Female,468.539,538.705,486.516
SOUTH,PUBLIC,RURAL,Female,499.774,504.709,526.24
SOUTH,PUBLIC,RURAL,Male,549.782,531.671,541.533
SOUTH,PUBLIC,RURAL,Male,478.509,443.457,569.414
SOUTH,PUBLIC,RURAL,Female,547.445,505.185,525.681
SOUTH,PUBLIC,RURAL,Female,477.107,449.742,550.858
SOUTH,PUBLIC,RURAL,Male,487.779,404.964,452.947
SOUTH,PUBLIC,RURAL,Male,514.262,517.397,571.186
SOUTH,PUBLIC,RURAL,Male,411.365,392.053,440.824
SOUTH,PUBLIC,RURAL,Male,643.878,567.117,636.274
SOUTH,PUBLIC,RURAL,Male,473.913,498.792,444.834
SOUTH,PUBLIC,RURAL,Female,477.652,487.075,502.369
SOUTH,PUBLIC,RURAL,Female,477.341,449.584,533.141
SOUTH,PUBLIC,RURAL,Male,503.435,525.336,466.281
SOUTH,PUBLIC,RURAL,Female,406.146,418.447,473.088
SOUTH,PUBLIC,RURAL,Female,458.179,521.389,539.482
SOUTH,PUBLIC,RURAL,Female,505.149,502.167,530.063
SOUTH,PUBLIC,RURAL,Male,601.737,495.584,550.578
SOUTH,PUBLIC,RURAL,Female,468.617,492.794,532.768
SOUTH,PUBLIC,RURAL,Male,516.833,522.048,514.491
SOUTH,PUBLIC,RURAL,Female,425.541,442.594,480.828
SOUTH,PUBLIC,RURAL,Male,581.329,512.505,511.973
SOUTH,PUBLIC,RURAL,Male,561.077,512.505,512.906
SOUTH,PUBLIC,RURAL,Male,485.442,514.991,528.292
SOUTH,PUBLIC,RURAL,Female,611.006,583.981,595.897
SOUTH,PUBLIC,RURAL,Male,537.319,557.334,524.748
SOUTH,PUBLIC,RURAL,Male,569.723,464.789,544.89
SOUTH,PUBLIC,RURAL,Male,529.14,470.002,503.581
SOUTH,PUBLIC,RURAL,Female,493.932,563.249,516.356
SOUTH,PUBLIC,RURAL,Female,473.68,501.293,526.613
SOUTH,PUBLIC,RURAL,Female,525.946,549.19,516.356
SOUTH,PUBLIC,RURAL,Male,684.928,609.46,658.933
SOUTH,PUBLIC,RURAL,Female,507.174,493.35,514.491
SOUTH,PUBLIC,RURAL,Female,392.982,491.047,450.149
SOUTH,PUBLIC,RURAL,Female,614.434,561.581,630.119
SOUTH,PUBLIC,RURAL,Female,515.041,522.978,574.916
SOUTH,PUBLIC,RURAL,Male,423.127,493.178,478.124
SOUTH,PUBLIC,RURAL,Male,592.39,579.788,594.685
SOUTH,PUBLIC,RURAL,Female,403.03,435.921,415.274
SOUTH,PUBLIC,RURAL,Male,528.283,553.484,564.845
SOUTH,PUBLIC,RURAL,Female,468.772,444.818,538.736
SOUTH,PUBLIC,RURAL,Female,456.076,487.869,517.009
SOUTH,PUBLIC,RURAL,Female,443.068,508.521,429.635
SOUTH,PUBLIC,RURAL,Female,378.182,400.495,420.03
SOUTH,PUBLIC,RURAL,Female,535.761,512.334,598.415
SOUTH,PUBLIC,RURAL,Male,496.658,494.942,520.645
SOUTH,PUBLIC,RURAL,Male,540.824,481.149,600.187
SOUTH,PUBLIC,RURAL,Female,467.604,468.885,429.914
SOUTH,PUBLIC,RURAL,Male,508.031,486.762,545.263
SOUTH,PUBLIC,RURAL,Female,467.526,515.67,523.816
SOUTH,PUBLIC,RURAL,Female,475.471,435.921,466.561
SOUTH,PUBLIC,RURAL,Female,485.597,495.018,482.134
SOUTH,PUBLIC,RURAL,Female,589.819,595.26,562.98
SOUTH,PUBLIC,RURAL,Female,546.433,574.449,602.798
SOUTH,PUBLIC,RURAL,Male,553.365,546.908,615.479
SOUTH,PUBLIC,RURAL,Female,465.968,548.396,541.347
SOUTH,PUBLIC,RURAL,Male,559.519,518.119,549.273
SOUTH,PUBLIC,RURAL,Female,472.278,545.06,525.588
NORTH,PUBLIC,RURAL,Male,538.098,501.839,516.356
NORTH,PUBLIC,RURAL,Male,452.181,478.743,500.224
NORTH,PUBLIC,RURAL,Female,529.763,541.803,497.706
NORTH,PUBLIC,RURAL,Female,578.213,580.089,501.716
NORTH,PUBLIC,RURAL,Male,589.274,544.503,566.71
NORTH,PUBLIC,RURAL,Male,509.745,506.811,483.999
NORTH,PUBLIC,RURAL,Female,452.882,502.961,457.889
NORTH,PUBLIC,RURAL,Female,519.403,498.036,568.575
NORTH,PUBLIC,RURAL,Female,489.336,526.79,560.183
NORTH,PUBLIC,RURAL,Male,547.445,519.482,562.98
NORTH,PUBLIC,RURAL,Male,622.691,545.786,626.949
NORTH,PUBLIC,RURAL,Female,418.765,477.702,483.346
NORTH,PUBLIC,RURAL,Female,453.817,511.063,519.713
NORTH,PUBLIC,RURAL,Male,570.813,550.918,546.195
NORTH,PUBLIC,RURAL,Male,483.183,457.892,484.558
NORTH,PUBLIC,RURAL,Male,521.507,490.772,500.224
NORTH,PUBLIC,RURAL,Male,469.551,509.217,493.044
NORTH,PUBLIC,RURAL,Female,487.779,583.345,529.224
NORTH,PUBLIC,RURAL,Male,505.772,468.318,516.263
NORTH,PUBLIC,RURAL,Female,519.092,526.473,564.472
NORTH,PUBLIC,RURAL,Female,458.958,486.44,510.761
NORTH,PUBLIC,RURAL,Female,458.49,529.332,485.211
NORTH,PUBLIC,RURAL,Female,532.957,506.138,573.238
NORTH,PUBLIC,RURAL,Male,532.645,532.473,505.166
NORTH,PUBLIC,RURAL,Male,595.506,561.343,579.765
NORTH,PUBLIC,RURAL,Male,684.071,604.809,612.402
NORTH,PUBLIC,RURAL,Female,518.936,525.361,467.867
NORTH,PUBLIC,RURAL,Female,354.814,413.998,353.171
NORTH,PUBLIC,RURAL,Female,431.695,539.658,490.06
NORTH,PUBLIC,RURAL,Male,518.079,448.991,499.571
NORTH,PUBLIC,RURAL,Male,532.256,498.872,462.551
NORTH,PUBLIC,RURAL,Female,593.169,582.392,590.675
NORTH,PUBLIC,RURAL,Female,539.266,534.734,545.17
NORTH,PUBLIC,RURAL,Female,568.087,579.294,531.555
NORTH,PUBLIC,RURAL,Female,511.926,592.083,462.085
SOUTH,PUBLIC,RURAL,Male,548.224,534.077,591.887
SOUTH,PUBLIC,RURAL,Male,547.835,550.116,560.09
SOUTH,PUBLIC,RURAL,Male,583.666,523.652,585.267
SOUTH,PUBLIC,RURAL,Female,539.889,541.803,587.225
SOUTH,PUBLIC,RURAL,Female,557.883,592.877,606.807
SOUTH,PUBLIC,RURAL,Male,464.644,450.675,511.414
SOUTH,PUBLIC,RURAL,Female,504.37,538.705,536.871
SOUTH,PUBLIC,RURAL,Male,483.183,490.852,497.053
SOUTH,PUBLIC,RURAL,Male,531.711,543.861,619.489
SOUTH,PUBLIC,RURAL,Female,490.115,546.807,557.199
SOUTH,PUBLIC,RURAL,Male,582.965,548.993,623.219
SOUTH,PUBLIC,RURAL,Female,487,597.643,527.359
SOUTH,PUBLIC,RURAL,Female,541.603,547.522,563.26
SOUTH,PUBLIC,RURAL,Male,491.907,501.197,504.886
SOUTH,PUBLIC,RURAL,Female,488.557,622.902,604.942
SOUTH,PUBLIC,RURAL,Female,397.422,535.528,512.626
SOUTH,PUBLIC,RURAL,Female,618.952,576.991,634.409
SOUTH,PUBLIC,RURAL,Female,522.986,503.438,568.202
SOUTH,PUBLIC,RURAL,Female,503.046,590.335,521.018
SOUTH,PUBLIC,RURAL,Male,597.063,565.353,574.17
SOUTH,PUBLIC,RURAL,Female,578.291,618.136,570.72
SOUTH,PUBLIC,RURAL,Male,474.692,456.289,463.484
SOUTH,PUBLIC,RURAL,Female,469.318,597.484,520.086
SOUTH,PUBLIC,RURAL,Male,496.814,445.703,521.951
SOUTH,PUBLIC,RURAL,Male,511.926,595.987,567.456
SOUTH,PUBLIC,RURAL,Female,494.477,506.933,554.588
SOUTH,PUBLIC,RURAL,Male,615.68,545.786,632.544
SOUTH,PUBLIC,RURAL,Male,582.03,515.632,605.875
SOUTH,PUBLIC,RURAL,Male,459.97,456.289,477.844
SOUTH,PUBLIC,RURAL,Male,489.025,357.489,476.259
NORTH,PUBLIC,RURAL,Male,488.869,414.748,518.78
NORTH,PUBLIC,RURAL,Male,408.794,437.042,414.715
NORTH,PUBLIC,RURAL,Male,547.211,491.574,493.044
NORTH,PUBLIC,RURAL,Male,358.475,316.75,356.9
NORTH,PUBLIC,RURAL,Male,452.726,429.183,475.326
NORTH,PUBLIC,RURAL,Female,330.433,421.147,306.546
NORTH,PUBLIC,RURAL,Female,444.158,472.142,451.082
NORTH,PUBLIC,RURAL,Male,489.414,423.409,509.735
NORTH,PUBLIC,RURAL,Female,453.194,414.634,419.377
NORTH,PUBLIC,RURAL,Female,441.12,476.828,423.387
NORTH,PUBLIC,RURAL,Male,410.586,400.072,386.74
NORTH,PUBLIC,RURAL,Male,435.745,445.061,430.847
NORTH,PUBLIC,RURAL,Male,488.246,501.999,492.111
NORTH,PUBLIC,RURAL,Male,461.762,429.022,448.284
NORTH,PUBLIC,RURAL,Female,366.264,457.844,396.811
NORTH,PUBLIC,RURAL,Male,389.866,402.558,401.38
NORTH,PUBLIC,RURAL,Male,424.84,364.546,432.991
NORTH,PUBLIC,RURAL,Female,468.539,519.642,451.082
NORTH,PUBLIC,RURAL,Male,472.667,424.852,507.963
NORTH,PUBLIC,RURAL,Female,398.201,464.199,414.528
NORTH,PUBLIC,RURAL,Male,503.669,474.092,515.05
NORTH,PUBLIC,RURAL,Male,364.005,384.194,361.843
NORTH,PUBLIC,RURAL,Male,387.296,436.4,459.288
NORTH,PUBLIC,RURAL,Male,487.311,494.14,488.941
NORTH,PUBLIC,RURAL,Female,374.054,429.249,356.9
NORTH,PUBLIC,RURAL,Male,411.676,440.25,399.795
NORTH,PUBLIC,RURAL,Male,368.835,385.717,397.65
NORTH,PUBLIC,RURAL,Male,391.268,347.224,368.93
NORTH,PUBLIC,RURAL,Male,430.371,449.873,456.397
NORTH,PUBLIC,RURAL,Female,463.008,458.162,499.198
NORTH,PUBLIC,RURAL,Male,420.167,373.688,378.627
NORTH,PUBLIC,RURAL,Male,428.579,423.409,439.892
NORTH,PUBLIC,RURAL,Male,387.218,396.864,396.997
NORTH,PUBLIC,RURAL,Male,545.887,427.258,496.774
NORTH,PUBLIC,REMOTE,Female,339.157,353.313,422.734
NORTH,PUBLIC,REMOTE,Female,347.57,446.724,405.203
NORTH,PUBLIC,REMOTE,Female,320.385,424.404,359.045
NORTH,PUBLIC,REMOTE,Female,347.102,399.065,417.139
NORTH,PUBLIC,REMOTE,Male,510.835,417.635,516.356
NORTH,PUBLIC,REMOTE,Male,407.003,382.51,468.519
NORTH,PUBLIC,REMOTE,Male,383.635,342.412,422.175
NORTH,PUBLIC,REMOTE,Male,323.111,346.422,374.618
NORTH,PUBLIC,REMOTE,Male,416.895,389.727,480.921
CENTRAL,PUBLIC,URBAN,Female,689.212,598.914,667.419
CENTRAL,PUBLIC,URBAN,Female,642.709,611.702,639.444
CENTRAL,PUBLIC,URBAN,Male,612.409,599.195,614.267
CENTRAL,PUBLIC,URBAN,Female,569.1,565.076,589.649
CENTRAL,PUBLIC,URBAN,Female,638.191,621.313,628.161
CENTRAL,PUBLIC,URBAN,Male,645.591,616.678,606.807
CENTRAL,PUBLIC,URBAN,Male,580.628,500.075,593.379
CENTRAL,PUBLIC,URBAN,Female,495.023,516.464,523.536
CENTRAL,PUBLIC,URBAN,Female,591.377,574.608,581.63
CENTRAL,PUBLIC,URBAN,Female,576.577,606.38,574.916
CENTRAL,PUBLIC,URBAN,Male,644.345,562.145,630.119
CENTRAL,PUBLIC,URBAN,Female,467.604,568.095,484.558
CENTRAL,PUBLIC,URBAN,Female,638.191,617.421,557.665
CENTRAL,PUBLIC,URBAN,Female,424.139,502.167,480.642
CENTRAL,PUBLIC,URBAN,Male,496.035,567.759,538.736
CENTRAL,PUBLIC,URBAN,Female,450.39,535.687,477.005
CENTRAL,PUBLIC,URBAN,Male,514.418,500.396,536.218
CENTRAL,PUBLIC,URBAN,Male,470.33,526.86,462.272
CENTRAL,PUBLIC,URBAN,Male,555.624,595.105,526.893
CENTRAL,PUBLIC,URBAN,Female,524.311,517.179,517.288
CENTRAL,PUBLIC,URBAN,Female,594.415,549.746,590.022
CENTRAL,PUBLIC,URBAN,Male,575.876,568.561,630.026
CENTRAL,PUBLIC,URBAN,Male,583.744,553.324,550.205
CENTRAL,PUBLIC,URBAN,Female,520.805,557.927,557.945
CENTRAL,PUBLIC,URBAN,Female,446.651,495.495,425.532
CENTRAL,PUBLIC,URBAN,Female,525.946,619.089,557.199
CENTRAL,PUBLIC,URBAN,Male,659.378,643.142,664.621
CENTRAL,PUBLIC,URBAN,Female,477.652,503.12,490.246
CENTRAL,PUBLIC,URBAN,Female,537.163,546.013,586.852
CENTRAL,PUBLIC,URBAN,Male,578.369,573.373,530.343
CENTRAL,PUBLIC,URBAN,Female,472.278,472.062,422.454
CENTRAL,PUBLIC,URBAN,Male,520.961,520.284,553.655
CENTRAL,PUBLIC,URBAN,Female,504.136,562.534,559.25
CENTRAL,PUBLIC,URBAN,Male,563.803,532.313,549.925
CENTRAL,PUBLIC,URBAN,Male,537.085,507.613,516.356
SOUTH,PUBLIC,RURAL,Female,494.166,502.167,516.636
SOUTH,PUBLIC,RURAL,Male,452.726,470.884,472.529
SOUTH,PUBLIC,RURAL,Male,321.865,368.235,394.013
SOUTH,PUBLIC,RURAL,Male,400.07,392.293,446.979
SOUTH,PUBLIC,RURAL,Male,409.963,399.431,382.357
SOUTH,PUBLIC,RURAL,Male,440.731,388.765,447.352
SOUTH,PUBLIC,RURAL,Male,448.754,359.975,424.04
SOUTH,PUBLIC,RURAL,Male,480.145,419.88,489.873
SOUTH,PUBLIC,RURAL,Male,373.353,372.886,422.081
SOUTH,PUBLIC,RURAL,Female,407.782,427.502,469.731
SOUTH,PUBLIC,RURAL,Male,344.688,338.403,355.035
SOUTH,PUBLIC,RURAL,Male,359.488,395.341,406.975
SOUTH,PUBLIC,RURAL,Female,295.459,368.802,264.864
SOUTH,PUBLIC,RURAL,Male,399.759,415.55,476.072
SOUTH,PUBLIC,RURAL,Male,376.858,407.37,381.145
SOUTH,PUBLIC,RURAL,Male,359.254,338.403,438.959
SOUTH,PUBLIC,RURAL,Male,403.965,436.4,435.789
SOUTH,PUBLIC,RURAL,Male,438.394,410.578,421.242
SOUTH,PUBLIC,RURAL,Male,312.518,290.286,344.778
SOUTH,PUBLIC,RURAL,Male,218.5,307.127,256.845
SOUTH,PUBLIC,RURAL,Male,466.747,519.803,545.077
SOUTH,PUBLIC,RURAL,Female,441.977,529.968,460.686
SOUTH,PUBLIC,RURAL,Male,564.114,512.585,569.508
SOUTH,PUBLIC,RURAL,Male,570.813,505.849,580.698
SOUTH,PUBLIC,RURAL,Male,548.691,527.662,564.193
SOUTH,PUBLIC,RURAL,Male,529.296,554.928,549.646
SOUTH,PUBLIC,RURAL,Female,462.151,506.138,490.153
SOUTH,PUBLIC,RURAL,Female,538.643,580.009,580.418
SOUTH,PUBLIC,RURAL,Male,504.136,531.03,597.296
SOUTH,PUBLIC,RURAL,Female,587.405,558.483,608.672
SOUTH,PUBLIC,RURAL,Female,509.589,562.693,562.98
SOUTH,PUBLIC,RURAL,Male,579.226,534.238,591.514
SOUTH,PUBLIC,RURAL,Female,508.187,544.742,539.295
SOUTH,PUBLIC,RURAL,Male,456.699,447.547,432.712
SOUTH,PUBLIC,RURAL,Male,565.828,545.304,619.209
SOUTH,PUBLIC,RURAL,Female,516.755,566.983,516.915
SOUTH,PUBLIC,RURAL,Male,516.677,574.976,615.106
SOUTH,PUBLIC,RURAL,Female,495.879,507.886,520.645
SOUTH,PUBLIC,RURAL,Female,429.358,478.496,437.84
SOUTH,PUBLIC,RURAL,Male,492.374,464.228,514.491
SOUTH,PUBLIC,RURAL,Female,559.674,545.06,617.717
SOUTH,PUBLIC,RURAL,Female,522.986,507.409,561.675
SOUTH,PUBLIC,RURAL,Female,552.742,554.75,579.392
SOUTH,PUBLIC,RURAL,Male,542.304,525.256,604.01
SOUTH,PUBLIC,RURAL,Female,442.055,489.458,447.352
SOUTH,PUBLIC,RURAL,Female,490.816,533.066,548.06
SOUTH,PUBLIC,RURAL,Female,581.485,538.705,582.563
SOUTH,PUBLIC,RURAL,Male,552.43,543.701,576.968
SOUTH,PUBLIC,RURAL,Female,389.087,474.366,441.757
SOUTH,PUBLIC,RURAL,Female,595.35,601.535,559.53
SOUTH,PUBLIC,RURAL,Female,495.256,502.961,525.681
SOUTH,PUBLIC,RURAL,Male,553.677,602.243,567.643
SOUTH,PUBLIC,RURAL,Female,519.715,545.06,495.841
SOUTH,PUBLIC,RURAL,Female,561.466,540.135,590.022
NORTH,PUBLIC,URBAN,Female,624.794,552.923,590.022
NORTH,PUBLIC,URBAN,Male,584.055,559.739,538.736
NORTH,PUBLIC,URBAN,Female,479.989,492,479.989
NORTH,PUBLIC,URBAN,Male,572.838,497.669,544.89
