REGION,TYPE,AREA,GENDER,MATH,READING,SCIENCE
SOUTH,PUBLIC,RURAL,Female,565.049,524.884,633.476
SOUTH,PUBLIC,RURAL,Male,572.994,524.614,545.823
SOUTH,PUBLIC,RURAL,Male,603.84,547.871,572.305
SOUTH,PUBLIC,RURAL,Female,580.161,543.312,631.984
SOUTH,PUBLIC,RURAL,Female,486.299,493.429,520.925
SOUTH,PUBLIC,RURAL,Male,559.674,512.425,573.89
SOUTH,PUBLIC,RURAL,Male,412.222,483.715,455.558
SOUTH,PUBLIC,RURAL,Female,454.284,438.622,514.491
SOUTH,PUBLIC,RURAL,Female,495.568,557.133,533.887
SOUTH,PUBLIC,RURAL,Female,475.627,475.319,520.645
SOUTH,PUBLIC,RURAL,Male,561.077,494.862,456.024
SOUTH,PUBLIC,RURAL,Male,506.395,461.02,520.086
SOUTH,PUBLIC,RURAL,Female,521.507,506.138,476.259
SOUTH,PUBLIC,RURAL,Female,443.379,460.227,453.693
SOUTH,PUBLIC,RURAL,Female,482.014,554.591,532.208
SOUTH,PUBLIC,RURAL,Female,614.979,588.747,647.557
SOUTH,PUBLIC,RURAL,Female,524.544,518.053,525.961
SOUTH,PUBLIC,RURAL,Female,615.992,628.303,645.039
SOUTH,PUBLIC,RURAL,Male,592.935,558.136,629.187
SOUTH,PUBLIC,RURAL,Female,471.499,509.395,430.847
SOUTH,PUBLIC,RURAL,Female,500.397,482.786,513.185
SOUTH,PUBLIC,RURAL,Male,573.695,524.454,541.533
SOUTH,PUBLIC,RURAL,Male,560.22,489.97,562.98
SOUTH,PUBLIC,RURAL,Male,603.217,556.532,602.425
SOUTH,PUBLIC,RURAL,Female,528.361,566.585,433.644
SOUTH,PUBLIC,RURAL,Female,528.439,542.677,517.568
SOUTH,PUBLIC,RURAL,Male,447.741,447.467,461.339
SOUTH,PUBLIC,RURAL,Male,473.913,423.89,531.835
SOUTH,PUBLIC,RURAL,Male,542.538,510.019,507.963
SOUTH,PUBLIC,RURAL,Male,560.921,488.286,543.398
CENTRAL,PUBLIC,REMOTE,Male,648.24,555.73,708.448
CENTRAL,PUBLIC,REMOTE,Female,482.014,476.59,570.44
CENTRAL,PUBLIC,REMOTE,Female,470.175,437.192,491.738
CENTRAL,PUBLIC,REMOTE,Male,575.097,589.411,575.942
CENTRAL,PUBLIC,REMOTE,Male,602.204,551.64,650.634
CENTRAL,PUBLIC,REMOTE,Male,410.118,405.766,499.291
CENTRAL,PUBLIC,REMOTE,Female,543.317,536.322,558.318
CENTRAL,PUBLIC,REMOTE,Female,515.197,475.16,540.88
CENTRAL,PUBLIC,REMOTE,Female,467.682,465.311,542.093
CENTRAL,PUBLIC,REMOTE,Female,417.83,470.394,474.674
CENTRAL,PUBLIC,REMOTE,Male,532.645,550.116,551.79
CENTRAL,PUBLIC,REMOTE,Male,491.362,482.592,584.428
CENTRAL,PUBLIC,REMOTE,Female,406.925,359.668,431.126
CENTRAL,PUBLIC,REMOTE,Female,553.209,504.709,596.55
CENTRAL,PUBLIC,REMOTE,Male,476.094,500.396,558.318
CENTRAL,PUBLIC,REMOTE,Female,485.442,564.282,570.254
CENTRAL,PUBLIC,REMOTE,Female,553.287,529.173,598.322
CENTRAL,PUBLIC,REMOTE,Female,579.382,597.484,659.027
CENTRAL,PUBLIC,REMOTE,Female,418.687,483.103,490.899
CENTRAL,PUBLIC,REMOTE,Male,471.421,467.676,541.533
CENTRAL,PUBLIC,REMOTE,Female,491.985,459.433,559.81
CENTRAL,PUBLIC,REMOTE,Male,528.751,476.979,603.077
CENTRAL,PUBLIC,REMOTE,Male,578.836,528.383,568.575
CENTRAL,PUBLIC,REMOTE,Female,553.988,565.076,564.845
CENTRAL,PUBLIC,REMOTE,Female,413.779,457.685,533.141
CENTRAL,PUBLIC,REMOTE,Male,491.128,496.386,537.803
CENTRAL,PUBLIC,REMOTE,Male,496.035,534.879,547.128
CENTRAL,PUBLIC,REMOTE,Male,454.985,442.575,525.681
CENTRAL,PUBLIC,REMOTE,Female,416.895,485.645,517.102
CENTRAL,PUBLIC,REMOTE,Female,441.12,456.176,475.606
CENTRAL,PUBLIC,REMOTE,Female,540.902,522.501,581.257
CENTRAL,PUBLIC,REMOTE,Female,595.506,563.329,623.312
CENTRAL,PUBLIC,REMOTE,Female,435.668,463.246,515.33
NORTH,PUBLIC,RURAL,Female,558.662,549.031,559.25
NORTH,PUBLIC,RURAL,Female,546.978,528.538,567.643
NORTH,PUBLIC,RURAL,Male,621.678,627.023,617.997
NORTH,PUBLIC,RURAL,Female,530.153,596.054,569.135
NORTH,PUBLIC,RURAL,Female,590.053,576.038,562.048
NORTH,PUBLIC,RURAL,Male,665.454,586.204,666.393
NORTH,PUBLIC,RURAL,Female,589.196,573.655,568.855
NORTH,PUBLIC,RURAL,Male,441.899,437.122,436.442
NORTH,PUBLIC,RURAL,Female,468.539,491.841,536.871
NORTH,PUBLIC,RURAL,Female,559.441,542.836,526.613
NORTH,PUBLIC,RURAL,Female,571.047,571.192,595.617
NORTH,PUBLIC,RURAL,Male,515.275,455.487,460.127
NORTH,PUBLIC,RURAL,Male,554.923,450.354,590.582
NORTH,PUBLIC,RURAL,Female,544.875,543.471,560.836
NORTH,PUBLIC,RURAL,Female,463.787,450.537,499.851
NORTH,PUBLIC,RURAL,Female,555.624,534.813,512.906
NORTH,PUBLIC,RURAL,Female,533.736,525.996,545.263
NORTH,PUBLIC,RURAL,Female,531.087,515.511,530.343
NORTH,PUBLIC,RURAL,Male,583.276,500.235,559.25
NORTH,PUBLIC,RURAL,Female,487.934,442.276,538.363
NORTH,PUBLIC,RURAL,Male,544.563,546.828,578.833
NORTH,PUBLIC,RURAL,Male,395.163,348.908,358.113
NORTH,PUBLIC,RURAL,Male,541.058,462.063,530.903
NORTH,PUBLIC,RURAL,Male,557.883,555.89,569.321
NORTH,PUBLIC,RURAL,Male,521.74,515.472,519.153
NORTH,PUBLIC,RURAL,Female,443.379,481.674,554.401
NORTH,PUBLIC,RURAL,Male,510.835,573.373,589.09
NORTH,PUBLIC,RURAL,Female,613.966,602.409,572.305
NORTH,PUBLIC,RURAL,Male,610.929,560.541,624.431
NORTH,PUBLIC,RURAL,Female,528.517,523.613,544.983
NORTH,PUBLIC,RURAL,Female,564.114,556.18,618.93
NORTH,PUBLIC,RURAL,Female,567.698,569.683,587.225
NORTH,PUBLIC,RURAL,Male,501.955,460.779,531.835
NORTH,PUBLIC,RURAL,Female,570.424,617.342,558.225
NORTH,PUBLIC,RURAL,Female,490.271,480.72,501.716
CENTRAL,PUBLIC,RURAL,Male,499.618,420.682,462.831
CENTRAL,PUBLIC,RURAL,Male,450.623,431.428,403.245
CENTRAL,PUBLIC,RURAL,Male,415.026,270.879,356.9
CENTRAL,PUBLIC,RURAL,Male,506.473,420.201,466.934
CENTRAL,PUBLIC,RURAL,Female,441.977,423.53,434.577
CENTRAL,PUBLIC,RURAL,Male,537.163,421.965,467.494
CENTRAL,PUBLIC,RURAL,Male,521.507,411.38,447.352
CENTRAL,PUBLIC,RURAL,Male,455.063,365.829,397.743
CENTRAL,PUBLIC,RURAL,Male,510.056,444.259,422.175
CENTRAL,PUBLIC,RURAL,Male,517.3,437.764,479.056
SOUTH,PUBLIC,REMOTE,Female,540.435,603.044,575.103
SOUTH,PUBLIC,REMOTE,Female,573.695,567.3,596.27
SOUTH,PUBLIC,REMOTE,Male,510.056,470.563,485.584
SOUTH,PUBLIC,REMOTE,Female,414.714,426.39,508.523
SOUTH,PUBLIC,REMOTE,Male,490.427,462.063,526.24
SOUTH,PUBLIC,REMOTE,Female,507.408,451.013,539.295
SOUTH,PUBLIC,REMOTE,Female,520.572,524.487,513.838
SOUTH,PUBLIC,REMOTE,Female,464.41,501.531,532.022
SOUTH,PUBLIC,REMOTE,Female,446.573,510.904,498.545
SOUTH,PUBLIC,REMOTE,Male,525.946,485.159,524.748
SOUTH,PUBLIC,REMOTE,Female,404.51,449.742,457.516
SOUTH,PUBLIC,REMOTE,Female,477.652,511.063,443.622
SOUTH,PUBLIC,REMOTE,Female,443.379,494.383,504.047
SOUTH,PUBLIC,REMOTE,Female,408.483,463.246,450.429
SOUTH,PUBLIC,REMOTE,Female,496.814,491.682,495.841
SOUTH,PUBLIC,REMOTE,Male,521.584,478.903,496.401
SOUTH,PUBLIC,REMOTE,Male,466.981,508.415,575.755
SOUTH,PUBLIC,REMOTE,Male,542.46,502.801,521.298
SOUTH,PUBLIC,REMOTE,Female,531.321,535.448,534.073
SOUTH,PUBLIC,REMOTE,Female,481.703,496.289,521.578
SOUTH,PUBLIC,REMOTE,Male,496.658,467.676,563.54
SOUTH,PUBLIC,REMOTE,Male,490.271,512.425,484.931
SOUTH,PUBLIC,REMOTE,Male,507.953,508.335,504.234
SOUTH,PUBLIC,REMOTE,Male,559.519,512.425,561.022
SOUTH,PUBLIC,REMOTE,Male,519.949,497.188,507.031
SOUTH,PUBLIC,REMOTE,Female,472.979,559.516,479.802
SOUTH,PUBLIC,REMOTE,Female,489.804,536.322,540.601
SOUTH,PUBLIC,REMOTE,Female,444.625,545.854,499.571
SOUTH,PUBLIC,REMOTE,Male,505.694,445.863,529.411
SOUTH,PUBLIC,REMOTE,Male,495.49,441.773,549.925
SOUTH,PUBLIC,REMOTE,Male,617.082,579.147,603.077
SOUTH,PUBLIC,REMOTE,Male,566.529,501.278,512.906
SOUTH,PUBLIC,REMOTE,Female,606.411,626.079,585.08
SOUTH,PUBLIC,REMOTE,Male,462.074,497.188,519.153
SOUTH,PRIVATE,URBAN,Male,483.183,461.18,523.163
SOUTH,PRIVATE,URBAN,Female,447.196,453.635,479.989
SOUTH,PRIVATE,URBAN,Female,552.898,483.739,587.225
SOUTH,PRIVATE,URBAN,Female,504.136,537.275,505.166
SOUTH,PRIVATE,URBAN,Male,454.44,407.049,512.253
SOUTH,PRIVATE,URBAN,Male,532.957,528.464,604.942
SOUTH,PRIVATE,URBAN,Female,405.211,507.092,466.748
SOUTH,PRIVATE,URBAN,Female,465.423,541.088,446.14
SOUTH,PRIVATE,URBAN,Female,433.175,486.996,457.609
SOUTH,PRIVATE,URBAN,Male,483.884,466.874,511.693
SOUTH,PRIVATE,URBAN,Female,383.089,487.075,463.204
SOUTH,PRIVATE,URBAN,Male,538.098,466.553,588.157
SOUTH,PRIVATE,URBAN,Male,514.496,482.753,534.726
SOUTH,PRIVATE,URBAN,Female,489.492,489.14,557.012
SOUTH,PRIVATE,URBAN,Male,448.208,415.389,483.066
SOUTH,PRIVATE,URBAN,Female,504.604,483.739,515.423
SOUTH,PRIVATE,URBAN,Male,473.29,430.787,508.523
SOUTH,PRIVATE,URBAN,Male,444.625,465.912,460.407
SOUTH,PRIVATE,URBAN,Male,561.077,468.398,521.298
SOUTH,PRIVATE,URBAN,Female,467.059,464.199,457.236
SOUTH,PRIVATE,URBAN,Female,551.807,533.622,557.012
SOUTH,PRIVATE,URBAN,Male,566.607,500.396,563.26
SOUTH,PRIVATE,URBAN,Female,522.753,527.505,521.018
SOUTH,PRIVATE,URBAN,Female,519.403,622.108,607.74
SOUTH,PRIVATE,URBAN,Male,613.265,504.405,583.402
SOUTH,PRIVATE,URBAN,Male,431.15,429.022,482.507
SOUTH,PRIVATE,URBAN,Male,556.559,526.86,605.875
SOUTH,PRIVATE,URBAN,Male,469.084,424.371,504.234
SOUTH,PRIVATE,URBAN,Female,474.537,501.373,515.423
SOUTH,PRIVATE,URBAN,Male,510.368,489.97,517.288
NORTH,PUBLIC,RURAL,Male,454.284,514.991,520.086
NORTH,PUBLIC,RURAL,Male,527.504,535.841,576.035
NORTH,PUBLIC,RURAL,Female,497.282,495.495,555.147
NORTH,PUBLIC,RURAL,Male,578.603,511.462,615.2
NORTH,PUBLIC,RURAL,Female,420.946,485.169,518.78
NORTH,PUBLIC,RURAL,Male,503.591,496.386,558.038
NORTH,PUBLIC,RURAL,Male,477.574,485.88,510.761
NORTH,PUBLIC,RURAL,Female,390.1,378.096,480.921
NORTH,PUBLIC,RURAL,Female,424.762,499.784,500.41
NORTH,PUBLIC,RURAL,Female,426.398,470.394,492.391
NORTH,PUBLIC,RURAL,Female,554.066,537.196,565.125
NORTH,PUBLIC,RURAL,Female,442.289,495.812,452.947
NORTH,PUBLIC,RURAL,Male,495.879,457.251,549.552
NORTH,PUBLIC,RURAL,Female,372.574,472.777,497.613
NORTH,PUBLIC,RURAL,Male,404.354,456.208,462.272
NORTH,PUBLIC,RURAL,Female,498.372,607.016,525.681
NORTH,PUBLIC,RURAL,Male,410.664,439.448,488.381
NORTH,PUBLIC,RURAL,Female,418.453,499.943,474.207
NORTH,PUBLIC,RURAL,Female,466.825,466.423,523.723
NORTH,PUBLIC,RURAL,Female,422.27,492.556,555.52
NORTH,PUBLIC,RURAL,Female,537.708,534.813,540.88
NORTH,PUBLIC,RURAL,Male,431.929,479.545,547.781
NORTH,PUBLIC,RURAL,Female,566.14,526.632,600.28
NORTH,PUBLIC,RURAL,Female,462.853,566.665,557.199
NORTH,PUBLIC,RURAL,Male,442.055,449.071,476.259
NORTH,PUBLIC,RURAL,Female,409.34,496.607,463.204
NORTH,PUBLIC,RURAL,Male,483.884,438.004,475.326
NORTH,PUBLIC,RURAL,Male,542.538,501.197,544.331
NORTH,PUBLIC,RURAL,Female,520.027,593.671,592.447
NORTH,PUBLIC,RURAL,Male,421.88,495.744,546.755
NORTH,PUBLIC,RURAL,Female,406.068,432.347,417.792
NORTH,PUBLIC,RURAL,Female,415.026,485.486,467.867
NORTH,PUBLIC,RURAL,Female,500.242,489.458,532.208
NORTH,PUBLIC,RURAL,Female,403.653,529.332,485.397
NORTH,PUBLIC,RURAL,Female,476.25,495.812,520.366
NORTH,PUBLIC,REMOTE,Male,388.152,320.038,371.168
NORTH,PUBLIC,REMOTE,Male,396.331,325.411,450.149
NORTH,PUBLIC,REMOTE,Male,345.545,263.982,359.325
NORTH,PUBLIC,REMOTE,Male,356.138,263.02,441.757
NORTH,PUBLIC,REMOTE,Male,384.647,311.938,437.094
NORTH,PUBLIC,REMOTE,Female,280.815,229.718,309.996
NORTH,PUBLIC,REMOTE,Male,410.041,317.231,468.426
NORTH,PUBLIC,REMOTE,Female,279.023,307.72,395.878
NORTH,PUBLIC,REMOTE,Female,390.333,352.757,439.892
NORTH,PUBLIC,REMOTE,Female,395.319,346.482,421.242
NORTH,PUBLIC,REMOTE,Male,353.178,210.091,345.058
CENTRAL,PUBLIC,RURAL,Female,446.806,495.971,457.236
CENTRAL,PUBLIC,RURAL,Female,465.111,488.584,533.141
CENTRAL,PUBLIC,RURAL,Male,477.886,441.854,504.886
CENTRAL,PUBLIC,RURAL,Male,436.68,405.124,465.629
CENTRAL,PUBLIC,RURAL,Female,533.113,570.16,566.337
CENTRAL,PUBLIC,RURAL,Male,476.094,481.309,456.677
CENTRAL,PUBLIC,RURAL,Male,563.413,495.664,529.69
CENTRAL,PUBLIC,RURAL,Female,398.356,445.771,439.239
CENTRAL,PUBLIC,RURAL,Female,638.191,563.329,658.001
CENTRAL,PUBLIC,RURAL,Male,524.389,571.769,562.048
CENTRAL,PUBLIC,RURAL,Female,568.009,584.934,611.283
CENTRAL,PUBLIC,RURAL,Female,444.47,480.085,468.426
CENTRAL,PUBLIC,RURAL,Male,446.495,460.459,518.034
CENTRAL,PUBLIC,RURAL,Male,457.088,445.061,412.85
CENTRAL,PUBLIC,RURAL,Female,321.32,370.311,365.293
CENTRAL,PUBLIC,RURAL,Female,443.846,549.031,483.719
CENTRAL,PUBLIC,RURAL,Male,471.109,422.446,526.613
CENTRAL,PUBLIC,RURAL,Female,480.223,489.458,461.059
CENTRAL,PUBLIC,RURAL,Female,591.611,572.86,568.575
CENTRAL,PUBLIC,RURAL,Female,502.033,526.79,528.478
CENTRAL,PUBLIC,RURAL,Female,513.639,549.031,557.665
CENTRAL,PUBLIC,RURAL,Female,434.11,477.543,500.41
CENTRAL,PUBLIC,RURAL,Female,485.597,424.007,516.915
CENTRAL,PUBLIC,RURAL,Female,441.042,464.834,480.921
CENTRAL,PUBLIC,RURAL,Female,389.71,496.686,424.319
CENTRAL,PUBLIC,RURAL,Male,443.301,483.474,535.006
CENTRAL,PUBLIC,RURAL,Male,522.208,500.877,510.388
CENTRAL,PUBLIC,RURAL,Female,511.38,542.677,563.633
CENTRAL,PUBLIC,RURAL,Female,579.382,521.866,574.17
CENTRAL,PUBLIC,RURAL,Male,402.173,417.073,414.994
CENTRAL,PUBLIC,RURAL,Male,670.05,602.403,638.512
CENTRAL,PUBLIC,RURAL,Male,330.433,319.316,350.187
CENTRAL,PUBLIC,RURAL,Male,638.892,595.827,637.579
CENTRAL,PUBLIC,RURAL,Female,487.467,492.476,562.048
CENTRAL,PUBLIC,RURAL,Female,397.578,396.206,451.641
CENTRAL,PUBLIC,RURAL,Male,347.57,389.086,400.541
CENTRAL,PUBLIC,RURAL,Female,377.325,437.033,379.56
CENTRAL,PUBLIC,RURAL,Male,281.594,331.185,320.254
CENTRAL,PUBLIC,RURAL,Male,351.776,366.631,397.557
CENTRAL,PUBLIC,RURAL,Male,331.679,417.795,414.715
CENTRAL,PUBLIC,RURAL,Male,350.686,355.243,408.187
SOUTH,PRIVATE,URBAN,Male,476.328,469.922,498.359
SOUTH,PRIVATE,URBAN,Male,544.096,497.99,554.588
SOUTH,PRIVATE,URBAN,Female,529.841,566.665,502.182
SOUTH,PRIVATE,URBAN,Female,497.282,510.11,500.783
SOUTH,PRIVATE,URBAN,Male,568.165,502.801,559.53
SOUTH,PRIVATE,URBAN,Female,410.664,438.622,452.947
SOUTH,PRIVATE,URBAN,Female,466.981,529.173,475.979
SOUTH,PRIVATE,URBAN,Female,405.99,508.68,477.937
SOUTH,PRIVATE,URBAN,Male,528.439,508.094,529.038
SOUTH,PRIVATE,URBAN,Male,592.312,561.825,598.974
SOUTH,PRIVATE,URBAN,Male,499.151,543.701,507.031
SOUTH,PRIVATE,URBAN,Female,434.032,516.623,443.622
SOUTH,PRIVATE,URBAN,Female,512.705,557.769,533.141
SOUTH,PRIVATE,URBAN,Male,493.698,519.482,528.478
SOUTH,PRIVATE,URBAN,Male,516.521,548.432,550.858
SOUTH,PRIVATE,URBAN,Female,456.621,477.702,440.824
SOUTH,PRIVATE,URBAN,Male,506.785,514.189,578.46
SOUTH,PRIVATE,URBAN,Female,427.956,458.48,440.172
SOUTH,PRIVATE,URBAN,Female,495.802,519.642,514.211
SOUTH,PRIVATE,URBAN,Female,448.286,460.068,409.12
SOUTH,PRIVATE,URBAN,Male,523.532,514.75,536.871
SOUTH,PRIVATE,URBAN,Male,597.687,568.641,571.652
SOUTH,PRIVATE,URBAN,Male,548.769,554.126,535.938
SOUTH,PRIVATE,URBAN,Male,405.523,477.3,464.696
SOUTH,PRIVATE,URBAN,Male,481.703,420.682,506.658
SOUTH,PRIVATE,URBAN,Male,564.426,563.108,610.164
SOUTH,PRIVATE,URBAN,Male,497.983,478.823,446.699
SOUTH,PRIVATE,URBAN,Female,458.179,565.871,519.899
SOUTH,PRIVATE,URBAN,Male,463.709,479.545,489.22
SOUTH,PRIVATE,URBAN,Male,463.631,478.743,490.246
SOUTH,PRIVATE,URBAN,Female,446.962,560.946,462.272
SOUTH,PRIVATE,URBAN,Male,506.551,554.126,521.858
SOUTH,PRIVATE,URBAN,Male,500.164,513.948,505.166
SOUTH,PRIVATE,URBAN,Male,512.393,470.563,519.153
CENTRAL,PUBLIC,RURAL,Female,517.69,517.418,537.43
CENTRAL,PUBLIC,RURAL,Female,581.952,589.462,566.71
CENTRAL,PUBLIC,RURAL,Female,509.589,549.031,521.951
CENTRAL,PUBLIC,RURAL,Male,554.144,554.928,561.395
CENTRAL,PUBLIC,RURAL,Female,500.397,499.784,497.986
CENTRAL,PUBLIC,RURAL,Male,560.999,584.76,556.453
CENTRAL,PUBLIC,RURAL,Female,467.76,541.088,493.696
CENTRAL,PUBLIC,RURAL,Female,624.093,585.728,609.605
CENTRAL,PUBLIC,RURAL,Female,557.416,589.7,571
CENTRAL,PUBLIC,RURAL,Female,520.494,537.911,497.706
CENTRAL,PUBLIC,RURAL,Male,444.236,444.34,453.226
CENTRAL,PUBLIC,RURAL,Female,444.158,491.205,460.407
CENTRAL,PUBLIC,RURAL,Male,532.256,557.334,527.452
CENTRAL,PUBLIC,RURAL,Male,519.715,477.941,514.491
CENTRAL,PUBLIC,RURAL,Male,510.601,553.324,530.996
CENTRAL,PUBLIC,RURAL,Male,621.444,539.53,614.267
CENTRAL,PUBLIC,RURAL,Female,544.329,565.553,535.006
CENTRAL,PUBLIC,RURAL,Male,495.256,530.067,477.191
CENTRAL,PUBLIC,RURAL,Female,522.909,506.138,553.562
CENTRAL,PUBLIC,RURAL,Male,606.956,547.871,535.752
CENTRAL,PUBLIC,RURAL,Male,577.824,608.658,567.643
CENTRAL,PUBLIC,RURAL,Female,489.57,520.436,460.407
CENTRAL,PUBLIC,RURAL,Female,500.397,490.729,501.996
CENTRAL,PUBLIC,RURAL,Female,502.578,555.544,516.169
CENTRAL,PUBLIC,RURAL,Female,582.264,564.917,590.955
CENTRAL,PUBLIC,RURAL,Male,442.678,454.765,415.927
CENTRAL,PUBLIC,RURAL,Male,501.254,487.564,465.069
CENTRAL,PUBLIC,RURAL,Female,501.332,470.553,534.633
CENTRAL,PUBLIC,RURAL,Female,430.215,480.006,384.222
CENTRAL,PUBLIC,RURAL,Female,383.089,523.613,375.55
CENTRAL,PUBLIC,RURAL,Male,484.663,456.449,458.355
CENTRAL,PUBLIC,RURAL,Female,583.51,545.774,556.453
CENTRAL,PUBLIC,RURAL,Male,515.509,450.515,482.786
NORTH,PUBLIC,RURAL,Female,550.795,529.094,565.778
NORTH,PUBLIC,RURAL,Male,652.602,510.66,645.039
NORTH,PUBLIC,RURAL,Female,638.269,529.173,632.264
NORTH,PUBLIC,RURAL,Male,585.146,483.555,606.807
NORTH,PUBLIC,RURAL,Female,663.039,594.466,643.174
NORTH,PUBLIC,RURAL,Male,536.228,486.762,516.636
NORTH,PUBLIC,RURAL,Female,587.015,544.424,641.869
NORTH,PUBLIC,RURAL,Male,465.267,471.525,509.735
NORTH,PUBLIC,RURAL,Female,637.412,608.684,562.328
NORTH,PUBLIC,RURAL,Female,559.441,556.974,567.643
NORTH,PUBLIC,RURAL,Male,540.435,477.941,563.913
NORTH,PUBLIC,RURAL,Female,570.58,514.876,584.148
NORTH,PUBLIC,RURAL,Male,488.557,490.933,547.874
NORTH,PUBLIC,RURAL,Female,519.715,490.411,513.558
NORTH,PUBLIC,RURAL,Male,589.508,555.73,552.723
NORTH,PUBLIC,RURAL,Female,578.992,509.316,556.36
NORTH,PUBLIC,RURAL,Female,582.108,553.876,525.028
NORTH,PUBLIC,RURAL,Female,608.825,549.984,644.666
NORTH,PUBLIC,RURAL,Female,548.536,529.332,572.305
NORTH,PUBLIC,RURAL,Female,469.396,496.766,500.131
NORTH,PUBLIC,RURAL,Female,541.447,561.661,553.655
NORTH,PUBLIC,RURAL,Male,571.203,546.106,614.174
NORTH,PUBLIC,RURAL,Female,498.839,470.077,529.97
NORTH,PUBLIC,RURAL,Male,637.023,499.433,630.119
NORTH,PUBLIC,RURAL,Female,572.916,522.025,534.726
NORTH,PUBLIC,RURAL,Male,616.771,529.907,578.833
NORTH,PUBLIC,RURAL,Male,580.628,506.811,594.965
NORTH,PUBLIC,RURAL,Male,492.374,446.585,541.533
NORTH,PUBLIC,RURAL,Male,576.811,564.551,601.212
NORTH,PUBLIC,RURAL,Female,541.759,553.797,595.617
NORTH,PUBLIC,RURAL,Female,490.894,619.884,570.254
NORTH,PUBLIC,RURAL,Female,604.853,553.003,559.25
NORTH,PUBLIC,RURAL,Male,524.389,550.277,580.511
NORTH,PUBLIC,RURAL,Female,530.776,466.899,531.835
NORTH,PUBLIC,RURAL,Male,483.183,405.044,399.142
SOUTH,PUBLIC,URBAN,Female,431.695,521.23,440.824
SOUTH,PUBLIC,URBAN,Male,394.228,400.874,395.132
SOUTH,PUBLIC,URBAN,Female,395.319,441.005,442.41
SOUTH,PUBLIC,URBAN,Female,444.236,477.543,459.381
SOUTH,PUBLIC,URBAN,Male,277.154,318.996,383.01
SOUTH,PUBLIC,URBAN,Male,356.45,422.767,460.966
SOUTH,PUBLIC,URBAN,Male,415.026,406.408,478.124
SOUTH,PUBLIC,URBAN,Female,448.208,505.344,470.011
SOUTH,PUBLIC,URBAN,Female,364.706,397.477,403.525
SOUTH,PUBLIC,URBAN,Female,367.121,419.638,433.644
SOUTH,PUBLIC,URBAN,Female,329.343,347.276,387.673
SOUTH,PUBLIC,URBAN,Male,452.96,479.545,455.464
SOUTH,PUBLIC,URBAN,Male,412.923,462.624,496.774
SOUTH,PUBLIC,URBAN,Female,375.767,442.594,437.374
SOUTH,PUBLIC,URBAN,Male,455.998,415.871,513.185
SOUTH,PUBLIC,URBAN,Male,421.725,455.968,446.046
SOUTH,PUBLIC,URBAN,Female,352.243,437.987,440.638
SOUTH,PUBLIC,URBAN,Female,420.089,478.338,491.085
SOUTH,PUBLIC,URBAN,Female,325.76,460.227,394.946
SOUTH,PUBLIC,URBAN,Female,384.336,441.799,421.522
SOUTH,PUBLIC,URBAN,Female,358.786,449.901,450.709
SOUTH,PUBLIC,URBAN,Male,372.729,358.451,379.28
SOUTH,PUBLIC,URBAN,Female,297.718,383.974,361.563
SOUTH,PUBLIC,URBAN,Male,415.805,442.655,453.879
SOUTH,PUBLIC,URBAN,Male,316.646,414.587,333.588
SOUTH,PUBLIC,URBAN,Female,442.289,410.662,486.516
SOUTH,PUBLIC,URBAN,Male,360.111,328.779,372.66
SOUTH,PUBLIC,URBAN,Female,431.15,512.493,480.921
SOUTH,PUBLIC,URBAN,Female,350.686,414.793,398.862
SOUTH,PUBLIC,URBAN,Female,363.927,454.667,416.58
SOUTH,PUBLIC,URBAN,Male,464.333,491.494,535.006
NORTH,PUBLIC,URBAN,Male,670.751,605.37,666.486
NORTH,PUBLIC,URBAN,Male,657.821,610.262,617.717
NORTH,PUBLIC,URBAN,Male,693.885,607.856,659.027
NORTH,PUBLIC,URBAN,Female,549.315,518.212,553.469
NORTH,PUBLIC,URBAN,Male,689.212,542.738,636.647
NORTH,PUBLIC,URBAN,Female,661.793,599.232,635.341
NORTH,PUBLIC,URBAN,Female,559.441,562.534,589.09
NORTH,PUBLIC,URBAN,Female,551.028,505.026,543.025
NORTH,PUBLIC,URBAN,Female,573.462,553.003,593.752
NORTH,PUBLIC,URBAN,Female,648.24,543.63,629.187
NORTH,PUBLIC,URBAN,Male,782.451,695.268,760.668
NORTH,PUBLIC,URBAN,Male,657.042,535.681,649.422
NORTH,PUBLIC,URBAN,Female,644.579,537.116,570.44
NORTH,PUBLIC,URBAN,Male,612.409,573.533,576.781
NORTH,PUBLIC,URBAN,Female,601.971,505.185,531.276
NORTH,PUBLIC,URBAN,Male,579.693,546.908,579.765
NORTH,PUBLIC,URBAN,Female,600.101,538.387,571.932
NORTH,PUBLIC,URBAN,Female,557.104,577.785,571.186
NORTH,PUBLIC,URBAN,Female,652.368,580.009,587.225
NORTH,PUBLIC,URBAN,Female,572.215,583.345,584.987
NORTH,PUBLIC,URBAN,Female,590.91,592.083,622.287
NORTH,PUBLIC,URBAN,Female,648.395,580.009,648.116
NORTH,PUBLIC,URBAN,Female,600.724,579.374,576.968
NORTH,PUBLIC,URBAN,Male,537.319,497.99,472.529
NORTH,PUBLIC,URBAN,Male,683.993,542.818,642.242
NORTH,PUBLIC,URBAN,Female,643.254,599.867,641.309
NORTH,PUBLIC,URBAN,Female,711.567,620.519,655.017
NORTH,PUBLIC,URBAN,Male,568.165,532.153,620.422
NORTH,PUBLIC,URBAN,Male,416.194,396.143,440.731
